pathway	circuit	circuit_name	gene	symbol	eff_node	eff_gene
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	5521	PPP2R2B	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	5522	PPP2R2C	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	55844	PPP2R2D	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	166824	RASSF6	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	23286	WWC1	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	4771	NF2	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	122786	FRMD6	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	79981	FRMD1	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	4092	SMAD7	SMAD7	SMAD7
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	10413	YAP1	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	5499	PPP1CA	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	5500	PPP1CB	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	5501	PPP1CC	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	7159	TP53BP2	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	3993	LLGL2	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	3996	LLGL1	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	23513	SCRIB	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	1739	DLG1	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	1740	DLG2	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	1741	DLG3	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	1742	DLG4	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	25937	WWTR1	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	4087	SMAD2	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	4088	SMAD3	NA	NA
hsa04390	P-hsa04390-58	Hippo signaling pathway: SMAD7	4089	SMAD4	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	6788	STK3	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	26524	LATS2	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	9113	LATS1	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	11186	RASSF1	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	126374	WTIP	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	84962	AJUBA	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	8994	LIMD1	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	60	ACTB	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	71	ACTG1	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	102800317	TPTEP2-CSNK1E	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	1453	CSNK1D	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	1454	CSNK1E	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	23291	FBXW11	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	8945	BTRC	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	7040	TGFB1	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	7042	TGFB2	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	7043	TGFB3	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	7046	TGFBR1	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	7048	TGFBR2	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	5515	PPP2CA	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	5516	PPP2CB	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	5518	PPP2R1A	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	5519	PPP2R1B	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	5520	PPP2R2A	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	5521	PPP2R2B	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	5522	PPP2R2C	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	55844	PPP2R2D	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	166824	RASSF6	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	23286	WWC1	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	4771	NF2	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	122786	FRMD6	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	79981	FRMD1	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	4092	SMAD7	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	10413	YAP1	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	5499	PPP1CA	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	5500	PPP1CB	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	5501	PPP1CC	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	7159	TP53BP2	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	3993	LLGL2	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	3996	LLGL1	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	23513	SCRIB	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	1739	DLG1	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	1740	DLG2	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	1741	DLG3	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	1742	DLG4	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	25937	WWTR1	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	4087	SMAD2	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	4088	SMAD3	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	4089	SMAD4	NA	NA
hsa04390	P-hsa04390-59	Hippo signaling pathway: SERPINE1	5054	SERPINE1	SERPINE1	SERPINE1
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	6788	STK3	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	26524	LATS2	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	9113	LATS1	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	11186	RASSF1	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	126374	WTIP	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	84962	AJUBA	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	8994	LIMD1	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	60	ACTB	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	71	ACTG1	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	102800317	TPTEP2-CSNK1E	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	1453	CSNK1D	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	1454	CSNK1E	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	23291	FBXW11	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	8945	BTRC	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	7040	TGFB1	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	7042	TGFB2	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	7043	TGFB3	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	7046	TGFBR1	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	7048	TGFBR2	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	5515	PPP2CA	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	5516	PPP2CB	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	5518	PPP2R1A	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	5519	PPP2R1B	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	5520	PPP2R2A	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	5521	PPP2R2B	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	5522	PPP2R2C	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	55844	PPP2R2D	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	166824	RASSF6	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	23286	WWC1	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	4771	NF2	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	122786	FRMD6	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	79981	FRMD1	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	4092	SMAD7	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	10413	YAP1	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	5499	PPP1CA	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	5500	PPP1CB	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	5501	PPP1CC	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	7159	TP53BP2	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	3993	LLGL2	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	3996	LLGL1	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	23513	SCRIB	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	1739	DLG1	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	1740	DLG2	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	1741	DLG3	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	1742	DLG4	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	25937	WWTR1	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	4087	SMAD2	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	4088	SMAD3	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	4089	SMAD4	NA	NA
hsa04390	P-hsa04390-60	Hippo signaling pathway: CTGF*	1490	CCN2	CCN2	CCN2
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	6788	STK3	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	26524	LATS2	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	9113	LATS1	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	11186	RASSF1	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	126374	WTIP	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	84962	AJUBA	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	8994	LIMD1	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	60	ACTB	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	71	ACTG1	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	102800317	TPTEP2-CSNK1E	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	1453	CSNK1D	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	1454	CSNK1E	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	23291	FBXW11	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	8945	BTRC	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	7040	TGFB1	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	7042	TGFB2	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	7043	TGFB3	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	7046	TGFBR1	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	7048	TGFBR2	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	151449	GDF7	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	268	AMH	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	353500	BMP8A	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	392255	GDF6	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	650	BMP2	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	652	BMP4	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	653	BMP5	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	654	BMP6	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	655	BMP7	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	656	BMP8B	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	8200	GDF5	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	657	BMPR1A	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	658	BMPR1B	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	659	BMPR2	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	5515	PPP2CA	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	5516	PPP2CB	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	5518	PPP2R1A	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	5519	PPP2R1B	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	5520	PPP2R2A	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	5521	PPP2R2B	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	5522	PPP2R2C	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	55844	PPP2R2D	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	166824	RASSF6	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	23286	WWC1	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	4771	NF2	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	122786	FRMD6	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	79981	FRMD1	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	4092	SMAD7	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	10413	YAP1	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	5499	PPP1CA	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	5500	PPP1CB	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	5501	PPP1CC	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	7159	TP53BP2	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	3993	LLGL2	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	3996	LLGL1	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	23513	SCRIB	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	1739	DLG1	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	1740	DLG2	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	1741	DLG3	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	1742	DLG4	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	4086	SMAD1	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	4089	SMAD4	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	4087	SMAD2	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	4088	SMAD3	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	25937	WWTR1	NA	NA
hsa04390	P-hsa04390-88	Hippo signaling pathway: ID1	3397	ID1	ID1	ID1
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	6788	STK3	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	26524	LATS2	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	9113	LATS1	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	11186	RASSF1	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	126374	WTIP	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	84962	AJUBA	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	8994	LIMD1	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	60	ACTB	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	71	ACTG1	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	102800317	TPTEP2-CSNK1E	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	1453	CSNK1D	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	1454	CSNK1E	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	23291	FBXW11	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	8945	BTRC	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	7040	TGFB1	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	7042	TGFB2	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	7043	TGFB3	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	7046	TGFBR1	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	7048	TGFBR2	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	151449	GDF7	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	268	AMH	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	353500	BMP8A	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	392255	GDF6	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	650	BMP2	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	652	BMP4	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	653	BMP5	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	654	BMP6	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	655	BMP7	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	656	BMP8B	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	8200	GDF5	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	657	BMPR1A	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	658	BMPR1B	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	659	BMPR2	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	5515	PPP2CA	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	5516	PPP2CB	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	5518	PPP2R1A	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	5519	PPP2R1B	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	5520	PPP2R2A	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	5521	PPP2R2B	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	5522	PPP2R2C	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	55844	PPP2R2D	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	166824	RASSF6	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	23286	WWC1	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	4771	NF2	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	122786	FRMD6	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	79981	FRMD1	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	4092	SMAD7	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	10413	YAP1	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	5499	PPP1CA	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	5500	PPP1CB	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	5501	PPP1CC	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	7159	TP53BP2	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	3993	LLGL2	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	3996	LLGL1	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	23513	SCRIB	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	1739	DLG1	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	1740	DLG2	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	1741	DLG3	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	1742	DLG4	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	4086	SMAD1	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	4089	SMAD4	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	4087	SMAD2	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	4088	SMAD3	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	25937	WWTR1	NA	NA
hsa04390	P-hsa04390-89	Hippo signaling pathway: ID2	3398	ID2	ID2	ID2
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	6788	STK3	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	26524	LATS2	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	9113	LATS1	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	11186	RASSF1	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	126374	WTIP	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	84962	AJUBA	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	8994	LIMD1	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	60	ACTB	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	71	ACTG1	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	102800317	TPTEP2-CSNK1E	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	1453	CSNK1D	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	1454	CSNK1E	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	23291	FBXW11	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	8945	BTRC	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	51384	WNT16	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	54361	WNT4	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7471	WNT1	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7472	WNT2	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7473	WNT3	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7474	WNT5A	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7475	WNT6	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7476	WNT7A	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7477	WNT7B	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7478	WNT8A	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7479	WNT8B	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7480	WNT10B	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7481	WNT11	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7482	WNT2B	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7483	WNT9A	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7484	WNT9B	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	80326	WNT10A	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	81029	WNT5B	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	89780	WNT3A	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	11211	FZD10	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	2535	FZD2	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7855	FZD5	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	7976	FZD3	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	8321	FZD1	NA	NA
hsa04390	P-hsa04390-74	Hippo signaling pathway: AXIN1	8322	FZD4	NA	NA
