gene	DB_symbol	regulation	GeneType	ONG_Alias	ONG_Links	ONG_Cytoband	ONG_FullName	TSG_Alias	TSG_Links	TSG_Chromosome	TSG_Cytoband	TSG_FullName
4089	SMAD4	TSG	protein-coding	NA	NA	NA	NA	DPC4|JIP|MADH4|MYHRS	MIM:600993|HGNC:HGNC:6770|Ensembl:ENSG00000141646|HPRD:02995|Vega:OTTHUMG00000132696	18	18q21.1	SMAD family member 4
4118	MAL	TSG	protein-coding	NA	NA	NA	NA	-	MIM:188860|HGNC:HGNC:6817|Ensembl:ENSG00000172005|HPRD:01789|Vega:OTTHUMG00000132011	2	2q11.1	mal, T-cell differentiation protein
4144	MAT2A	TSG	protein-coding	NA	NA	NA	NA	MATA2|MATII|SAMS2	MIM:601468|HGNC:HGNC:6904|Ensembl:ENSG00000168906|HPRD:03275|Vega:OTTHUMG00000130174	2	2p11.2	methionine adenosyltransferase II, alpha
4149	MAX	TSG	protein-coding	NA	NA	NA	NA	bHLHd4	MIM:154950|HGNC:HGNC:6913|Ensembl:ENSG00000125952|HPRD:01113|Vega:OTTHUMG00000142809	14	14q23	MYC associated factor X
4216	MAP3K4	TSG	protein-coding	NA	NA	NA	NA	MAPKKK4|MEKK 4|MEKK4|MTK1|PRO0412	MIM:602425|HGNC:HGNC:6856|Ensembl:ENSG00000085511|HPRD:03886|Vega:OTTHUMG00000015968	6	6q26	mitogen-activated protein kinase kinase kinase 4
4221	MEN1	TSG	protein-coding	NA	NA	NA	NA	MEAI|SCG2	MIM:613733|HGNC:HGNC:7010|Ensembl:ENSG00000133895|HPRD:00564|Vega:OTTHUMG00000045366	11	11q13	multiple endocrine neoplasia I
4292	MLH1	TSG	protein-coding	NA	NA	NA	NA	COCA2|FCC2|HNPCC|HNPCC2|hMLH1	MIM:120436|HGNC:HGNC:7127|Ensembl:ENSG00000076242|HPRD:00390|Vega:OTTHUMG00000130797	3	3p21.3	mutL homolog 1
4303	FOXO4	TSG	protein-coding	NA	NA	NA	NA	AFX|AFX1|MLLT7	MIM:300033|HGNC:HGNC:7139|Ensembl:ENSG00000184481|HPRD:02070|Vega:OTTHUMG00000021789	X	Xq13.1	forkhead box O4
4311	MME	TSG	protein-coding	NA	NA	NA	NA	CALLA|CD10|NEP|SFE	MIM:120520|HGNC:HGNC:7154|Ensembl:ENSG00000196549|HPRD:00392|Vega:OTTHUMG00000158455	3	3q25.2	membrane metallo-endopeptidase
4335	MNT	TSG	protein-coding	NA	NA	NA	NA	MAD6|MXD6|ROX|bHLHd3	MIM:603039|HGNC:HGNC:7188|Ensembl:ENSG00000070444|HPRD:04331|Vega:OTTHUMG00000090603	17	17p13.3	MAX network transcriptional repressor
4436	MSH2	TSG	protein-coding	NA	NA	NA	NA	COCA1|FCC1|HNPCC|HNPCC1|LCFS2	MIM:609309|HGNC:HGNC:7325|Ensembl:ENSG00000095002|HPRD:00389|Vega:OTTHUMG00000128861	2	2p21	mutS homolog 2
4477	MSMB	TSG	protein-coding	NA	NA	NA	NA	HPC13|IGBF|MSP|MSPB|PN44|PRPS|PSP|PSP-94|PSP57|PSP94	MIM:157145|HGNC:HGNC:7372|Ensembl:ENSG00000263639|HPRD:01143|Vega:OTTHUMG00000188315	10	10q11.2	microseminoprotein, beta-
4485	MST1	TSG	protein-coding	NA	NA	NA	NA	D3F15S2|DNF15S2|HGFL|MSP|NF15S2	MIM:142408|HGNC:HGNC:7380|Ensembl:ENSG00000173531|HPRD:00798|Vega:OTTHUMG00000155918	3	3p21	macrophage stimulating 1 (hepatocyte growth factor-like)
4494	MT1F	TSG	protein-coding	NA	NA	NA	NA	MT1	MIM:156352|HGNC:HGNC:7398|HPRD:01127	16	16q13	metallothionein 1F
4495	MT1G	TSG	protein-coding	NA	NA	NA	NA	MT1|MT1K	MIM:156353|HGNC:HGNC:7399|Ensembl:ENSG00000125144|HPRD:11827|Vega:OTTHUMG00000133275	16	16q13	metallothionein 1G
4499	MT1M	TSG	protein-coding	NA	NA	NA	NA	MT-1M|MT-IM|MT1|MT1K	MIM:156357|HGNC:HGNC:14296|HPRD:01129	16	16q13	metallothionein 1M
4502	MT2A	TSG	protein-coding	NA	NA	NA	NA	MT2	MIM:156360|HGNC:HGNC:7406|HPRD:08863	16	16q13	metallothionein 2A
4507	MTAP	TSG	protein-coding	NA	NA	NA	NA	BDMF|DMSFH|DMSMFH|HEL-249|LGMBF|MSAP|c86fus	MIM:156540|HGNC:HGNC:7413|Ensembl:ENSG00000099810|HPRD:01134|Vega:OTTHUMG00000019690	9	9p21	methylthioadenosine phosphorylase
4601	MXI1	TSG	protein-coding	NA	NA	NA	NA	MAD2|MXD2|MXI|bHLHc11	MIM:600020|HGNC:HGNC:7534|Ensembl:ENSG00000119950|HPRD:02486|Vega:OTTHUMG00000019033	10	10q24-q25	MAX interactor 1, dimerization protein
4616	GADD45B	TSG	protein-coding	NA	NA	NA	NA	GADD45BETA|MYD118	MIM:604948|HGNC:HGNC:4096|Ensembl:ENSG00000099860|HPRD:05382|Vega:OTTHUMG00000180434	19	19p13.3	growth arrest and DNA-damage-inducible, beta
4627	MYH9	TSG	protein-coding	NA	NA	NA	NA	BDPLT6|DFNA17|EPSTS|FTNS|MHA|NMHC-II-A|NMMHC-IIA|NMMHCA	MIM:160775|HGNC:HGNC:7579|Ensembl:ENSG00000100345|HPRD:01177|Vega:OTTHUMG00000030429	22	22q13.1	myosin, heavy chain 9, non-muscle
4640	MYO1A	TSG	protein-coding	NA	NA	NA	NA	BBMI|DFNA48|MIHC|MYHL	MIM:601478|HGNC:HGNC:7595|Ensembl:ENSG00000166866|HPRD:08371|Vega:OTTHUMG00000149899	12	12q13-q14	myosin IA
4683	NBN	TSG	protein-coding	NA	NA	NA	NA	AT-V1|AT-V2|ATV|NBS|NBS1|P95	MIM:602667|HGNC:HGNC:7652|Ensembl:ENSG00000104320|HPRD:04050|Vega:OTTHUMG00000153546	8	8q21	nibrin
4692	NDN	TSG	protein-coding	NA	NA	NA	NA	HsT16328|PWCR	MIM:602117|HGNC:HGNC:7675|Ensembl:ENSG00000182636|HPRD:03667|Vega:OTTHUMG00000129161	15	15q11.2-q12	necdin, melanoma antigen (MAGE) family member
4763	NF1	TSG	protein-coding	NA	NA	NA	NA	NFNS|VRNF|WSS	MIM:613113|HGNC:HGNC:7765|Ensembl:ENSG00000196712|HPRD:01203|Vega:OTTHUMG00000132871	17	17q11.2	neurofibromin 1
4771	NF2	TSG	protein-coding	NA	NA	NA	NA	ACN|BANF|SCH	MIM:607379|HGNC:HGNC:7773|Ensembl:ENSG00000186575|HPRD:06980|Vega:OTTHUMG00000030727	22	22q12.2	neurofibromin 2 (merlin)
4773	NFATC2	TSG	protein-coding	NA	NA	NA	NA	NFAT1|NFATP	MIM:600490|HGNC:HGNC:7776|Ensembl:ENSG00000101096|HPRD:02730|Vega:OTTHUMG00000032747	20	20q13.2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2
4790	NFKB1	TSG	protein-coding	NA	NA	NA	NA	EBP-1|KBF1|NF-kB1|NF-kappa-B|NF-kappaB|NFKB-p105|NFKB-p50|NFkappaB|p105|p50	MIM:164011|HGNC:HGNC:7794|Ensembl:ENSG00000109320|HPRD:01238|Vega:OTTHUMG00000161080	4	4q24	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1
4804	NGFR	TSG	protein-coding	NA	NA	NA	NA	CD271|Gp80-LNGFR|TNFRSF16|p75(NTR)|p75NTR	MIM:162010|HGNC:HGNC:7809|Ensembl:ENSG00000064300|HPRD:01197|Vega:OTTHUMG00000161495	17	17q21-q22	nerve growth factor receptor
4814	NINJ1	TSG	protein-coding	NA	NA	NA	NA	NIN1|NINJURIN	MIM:602062|HGNC:HGNC:7824|Ensembl:ENSG00000131669|HPRD:03639|Vega:OTTHUMG00000020242	9	9q22	ninjurin 1
4824	NKX3-1	TSG	protein-coding	NA	NA	NA	NA	BAPX2|NKX3|NKX3.1|NKX3A	MIM:602041|HGNC:HGNC:7838|Ensembl:ENSG00000167034|HPRD:03620|Vega:OTTHUMG00000097851	8	8p21.2	NK3 homeobox 1
4826	NNAT	TSG	protein-coding	NA	NA	NA	NA	Peg5	MIM:603106|HGNC:HGNC:7860|Ensembl:ENSG00000053438|HPRD:04377|Vega:OTTHUMG00000032420	20	20q11.2-q12	neuronatin
4849	CNOT3	TSG	protein-coding	NA	NA	NA	NA	LENG2|NOT3|NOT3H	MIM:604910|HGNC:HGNC:7879|Ensembl:ENSG00000088038|HPRD:05368|Vega:OTTHUMG00000066468	19	19q13.4	CCR4-NOT transcription complex, subunit 3
4853	NOTCH2	TSG	protein-coding	NA	NA	NA	NA	AGS2|HJCYS|hN2	MIM:600275|HGNC:HGNC:7882|Ensembl:ENSG00000134250|HPRD:02606|Vega:OTTHUMG00000012177	1	1p13-p11	notch 2
4854	NOTCH3	TSG	protein-coding	NA	NA	NA	NA	CADASIL|CASIL|IMF2	MIM:600276|HGNC:HGNC:7883|Ensembl:ENSG00000074181|HPRD:02607|Vega:OTTHUMG00000183217	19	19p13.2-p13.1	notch 3
4862	NPAS2	TSG	protein-coding	NA	NA	NA	NA	MOP4|PASD4|bHLHe9	MIM:603347|HGNC:HGNC:7895|Ensembl:ENSG00000170485|HPRD:09137|Vega:OTTHUMG00000130675	2	2q11.2	neuronal PAS domain protein 2
4897	NRCAM	TSG	protein-coding	NA	NA	NA	NA	-	MIM:601581|HGNC:HGNC:7994|Ensembl:ENSG00000091129|HPRD:07207|Vega:OTTHUMG00000154973	7	7q31	neuronal cell adhesion molecule
4899	NRF1	TSG	protein-coding	NA	NA	NA	NA	ALPHA-PAL	MIM:600879|HGNC:HGNC:7996|Ensembl:ENSG00000106459|HPRD:02930|Vega:OTTHUMG00000143736	7	7q32	nuclear respiratory factor 1
4920	ROR2	TSG	protein-coding	NA	NA	NA	NA	BDB|BDB1|NTRKR2	MIM:602337|HGNC:HGNC:10257|Ensembl:ENSG00000169071|HPRD:03822|Vega:OTTHUMG00000020211	9	9q22	receptor tyrosine kinase-like orphan receptor 2
4921	DDR2	TSG	protein-coding	NA	NA	NA	NA	MIG20a|NTRKR3|TKT|TYRO10	MIM:191311|HGNC:HGNC:2731|Ensembl:ENSG00000162733|HPRD:01868|Vega:OTTHUMG00000034423	1	1q23.3	discoidin domain receptor tyrosine kinase 2
4978	OPCML	TSG	protein-coding	NA	NA	NA	NA	IGLON1|OBCAM|OPCM	MIM:600632|HGNC:HGNC:8143|Ensembl:ENSG00000183715|HPRD:07198|Vega:OTTHUMG00000163658	11	11q25	opioid binding protein/cell adhesion molecule-like
5037	PEBP1	TSG	protein-coding	NA	NA	NA	NA	HCNP|HCNPpp|HEL-210|HEL-S-34|PBP|PEBP|PEBP-1|RKIP	MIM:604591|HGNC:HGNC:8630|Ensembl:ENSG00000089220|HPRD:06850|Vega:OTTHUMG00000168860	12	12q24.23	phosphatidylethanolamine binding protein 1
5047	PAEP	TSG	protein-coding	NA	NA	NA	NA	GD|GdA|GdF|GdS|PAEG|PEP|PP14	MIM:173310|HGNC:HGNC:8573|Ensembl:ENSG00000122133|HPRD:01411|Vega:OTTHUMG00000020914	9	9q34	progestagen-associated endometrial protein
5048	PAFAH1B1	TSG	protein-coding	NA	NA	NA	NA	LIS1|LIS2|MDCR|MDS|PAFAH	MIM:601545|HGNC:HGNC:8574|Ensembl:ENSG00000007168|HPRD:03329|Vega:OTTHUMG00000177574	17	17p13.3	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)
5071	PARK2	TSG	protein-coding	NA	NA	NA	NA	AR-JP|LPRS2|PDJ|PRKN	MIM:602544|HGNC:HGNC:8607|Ensembl:ENSG00000185345|HPRD:03967|Vega:OTTHUMG00000015970	6	6q25.2-q27	parkin RBR E3 ubiquitin protein ligase
5074	PAWR	TSG	protein-coding	NA	NA	NA	NA	PAR4|Par-4	MIM:601936|HGNC:HGNC:8614|Ensembl:ENSG00000177425|HPRD:09051|Vega:OTTHUMG00000170080	12	12q21	PRKC, apoptosis, WT1, regulator
5079	PAX5	TSG	protein-coding	NA	NA	NA	NA	ALL3|BSAP	MIM:167414|HGNC:HGNC:8619|Ensembl:ENSG00000196092|HPRD:01334|Vega:OTTHUMG00000019907	9	9p13	paired box 5
5080	PAX6	TSG	protein-coding	NA	NA	NA	NA	AN|AN2|D11S812E|FVH1|MGDA|WAGR	MIM:607108|HGNC:HGNC:8620|Ensembl:ENSG00000007372|HPRD:06167|Vega:OTTHUMG00000041447	11	11p13	paired box 6
5098	PCDHGC3	TSG	protein-coding	NA	NA	NA	NA	PC43|PCDH-GAMMA-C3|PCDH2	MIM:603627|HGNC:HGNC:8716|Ensembl:ENSG00000240184|HPRD:04693|Vega:OTTHUMG00000129613	5	5q31	protocadherin gamma subfamily C, 3
5100	PCDH8	TSG	protein-coding	NA	NA	NA	NA	ARCADLIN|PAPC	MIM:603580|HGNC:HGNC:8660|Ensembl:ENSG00000136099|HPRD:04660|Vega:OTTHUMG00000016979	13	13q21.1	protocadherin 8
5101	PCDH9	TSG	protein-coding	NA	NA	NA	NA	-	MIM:603581|HGNC:HGNC:8661|Ensembl:ENSG00000184226|HPRD:04661|Vega:OTTHUMG00000017040	13	13q21.32	protocadherin 9
5157	PDGFRL	TSG	protein-coding	NA	NA	NA	NA	PDGRL|PRLTS	MIM:604584|HGNC:HGNC:8805|Ensembl:ENSG00000104213|HPRD:05206|Vega:OTTHUMG00000130818	8	8p22-p21.3	platelet-derived growth factor receptor-like
5178	PEG3	TSG	protein-coding	NA	NA	NA	NA	PW1|ZKSCAN22|ZNF904|ZSCAN24	MIM:601483|HGNC:HGNC:8826|Ensembl:ENSG00000198300|HPRD:03285|Vega:OTTHUMG00000171953|Vega:OTTHUMG00000171954	19	19q13.4	paternally expressed 3
5196	PF4	TSG	protein-coding	NA	NA	NA	NA	CXCL4|PF-4|SCYB4	MIM:173460|HGNC:HGNC:8861|HPRD:01426	4	4q12-q21	platelet factor 4
5216	PFN1	TSG	protein-coding	NA	NA	NA	NA	ALS18	MIM:176610|HGNC:HGNC:8881|Ensembl:ENSG00000108518|HPRD:01452|Vega:OTTHUMG00000099396	17	17p13.3	profilin 1
5241	PGR	TSG	protein-coding	NA	NA	NA	NA	NR3C3|PR	MIM:607311|HGNC:HGNC:8910|Ensembl:ENSG00000082175|HPRD:07077|Vega:OTTHUMG00000167531	11	11q22-q23	progesterone receptor
5245	PHB	TSG	protein-coding	NA	NA	NA	NA	HEL-215|HEL-S-54e|PHB1	MIM:176705|HGNC:HGNC:8912|Ensembl:ENSG00000167085|HPRD:01454|Vega:OTTHUMG00000134271	17	17q21	prohibitin
5268	SERPINB5	TSG	protein-coding	NA	NA	NA	NA	PI5|maspin	MIM:154790|HGNC:HGNC:8949|Ensembl:ENSG00000206075|HPRD:01111|Vega:OTTHUMG00000141307	18	18q21.33	serpin peptidase inhibitor, clade B (ovalbumin), member 5
5276	SERPINI2	TSG	protein-coding	NA	NA	NA	NA	MEPI|PANCPIN|PI14|TSA2004	MIM:605587|HGNC:HGNC:8945|Ensembl:ENSG00000114204|HPRD:05722|Vega:OTTHUMG00000158231	3	3q26.1	serpin peptidase inhibitor, clade I (pancpin), member 2
5300	PIN1	TSG	protein-coding	NA	NA	NA	NA	DOD|UBL5	MIM:601052|HGNC:HGNC:8988|Ensembl:ENSG00000127445|HPRD:03031|Vega:OTTHUMG00000180388	19	19p13	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
5310	PKD1	TSG	protein-coding	NA	NA	NA	NA	PBP|Pc-1|TRPP1	MIM:601313|HGNC:HGNC:9008|Ensembl:ENSG00000008710|HPRD:03203|Vega:OTTHUMG00000155795	16	16p13.3	polycystic kidney disease 1 (autosomal dominant)
5316	PKNOX1	TSG	protein-coding	NA	NA	NA	NA	PREP1|pkonx1c	MIM:602100|HGNC:HGNC:9022|Ensembl:ENSG00000160199|HPRD:03653|Vega:OTTHUMG00000086833	21	21q22.3	PBX/knotted 1 homeobox 1
5320	PLA2G2A	TSG	protein-coding	NA	NA	NA	NA	MOM1|PLA2|PLA2B|PLA2L|PLA2S|PLAS1|sPLA2	MIM:172411|HGNC:HGNC:9031|Ensembl:ENSG00000188257|HPRD:01397|Vega:OTTHUMG00000002699	1	1p35	phospholipase A2, group IIA (platelets, synovial fluid)
5325	PLAGL1	TSG	protein-coding	NA	NA	NA	NA	LOT1|ZAC|ZAC1	MIM:603044|HGNC:HGNC:9046|Ensembl:ENSG00000118495|HPRD:16010|Vega:OTTHUMG00000015738	6	6q24-q25	pleiomorphic adenoma gene-like 1
5331	PLCB3	TSG	protein-coding	NA	NA	NA	NA	-	MIM:600230|HGNC:HGNC:9056|Ensembl:ENSG00000149782|HPRD:02577|Vega:OTTHUMG00000167816	11	11q13	phospholipase C, beta 3 (phosphatidylinositol-specific)
5333	PLCD1	TSG	protein-coding	NA	NA	NA	NA	NDNC3|PLC-III	MIM:602142|HGNC:HGNC:9060|Ensembl:ENSG00000187091|HPRD:09073|Vega:OTTHUMG00000130813	3	3p22-p21.3	phospholipase C, delta 1
5337	PLD1	TSG	protein-coding	NA	NA	NA	NA	-	MIM:602382|HGNC:HGNC:9067|Ensembl:ENSG00000075651|HPRD:03855|Vega:OTTHUMG00000156947	3	3q26	phospholipase D1, phosphatidylcholine-specific
5411	PNN	TSG	protein-coding	NA	NA	NA	NA	DRS|DRSP|SDK3|memA	MIM:603154|HGNC:HGNC:9162|Ensembl:ENSG00000100941|HPRD:04401|Vega:OTTHUMG00000028821	14	14q21.1	pinin, desmosome associated protein
5414	SEPT4	TSG	protein-coding	NA	NA	NA	NA	ARTS|BRADEION|CE5B3|H5|MART|PNUTL2|SEP4|hCDCREL-2	MIM:603696|HGNC:HGNC:9165|Ensembl:ENSG00000108387|HPRD:04738|Vega:OTTHUMG00000179243	17	17q22	septin 4
5465	PPARA	TSG	protein-coding	NA	NA	NA	NA	NR1C1|PPAR|PPARalpha|hPPAR	MIM:170998|HGNC:HGNC:9232|Ensembl:ENSG00000186951|HPRD:01369|Vega:OTTHUMG00000150443	22	22q13.31	peroxisome proliferator-activated receptor alpha
5494	PPM1A	TSG	protein-coding	NA	NA	NA	NA	PP2C-ALPHA|PP2CA|PP2Calpha	MIM:606108|HGNC:HGNC:9275|Ensembl:ENSG00000100614|HPRD:16199|Vega:OTTHUMG00000140333	14	14q23.1	protein phosphatase, Mg2+/Mn2+ dependent, 1A
5499	PPP1CA	TSG	protein-coding	NA	NA	NA	NA	PP-1A|PP1A|PP1alpha|PPP1A	MIM:176875|HGNC:HGNC:9281|Ensembl:ENSG00000172531|HPRD:15942|Vega:OTTHUMG00000167671	11	11q13	protein phosphatase 1, catalytic subunit, alpha isozyme
5515	PPP2CA	TSG	protein-coding	NA	NA	NA	NA	PP2Ac|PP2CA|PP2Calpha|RP-C	MIM:176915|HGNC:HGNC:9299|HPRD:08912	5	5q31.1	protein phosphatase 2, catalytic subunit, alpha isozyme
5516	PPP2CB	TSG	protein-coding	NA	NA	NA	NA	PP2Abeta|PP2CB	MIM:176916|HGNC:HGNC:9300|Ensembl:ENSG00000104695|HPRD:01487|Vega:OTTHUMG00000163949	8	8p12	protein phosphatase 2, catalytic subunit, beta isozyme
5519	PPP2R1B	TSG	protein-coding	NA	NA	NA	NA	PP2A-Abeta|PR65B	MIM:603113|HGNC:HGNC:9303|Ensembl:ENSG00000137713|HPRD:04384|Vega:OTTHUMG00000166741	11	11q23.2	protein phosphatase 2, regulatory subunit A, beta
5522	PPP2R2C	TSG	protein-coding	NA	NA	NA	NA	B55-GAMMA|IMYPNO|IMYPNO1|PR52|PR55G	MIM:605997|HGNC:HGNC:9306|Ensembl:ENSG00000074211|HPRD:09345|Vega:OTTHUMG00000090445	4	4p16.1	protein phosphatase 2, regulatory subunit B, gamma
5524	PPP2R4	TSG	protein-coding	NA	NA	NA	NA	PP2A|PR53|PTPA	MIM:600756|HGNC:HGNC:9308|Ensembl:ENSG00000119383|HPRD:02858|Vega:OTTHUMG00000020774	9	9q34	protein phosphatase 2A activator, regulatory subunit 4
5527	PPP2R5C	TSG	protein-coding	NA	NA	NA	NA	B56G|PR61G	MIM:601645|HGNC:HGNC:9311|Ensembl:ENSG00000078304|HPRD:03385|Vega:OTTHUMG00000171597	14	14q32.31	protein phosphatase 2, regulatory subunit B', gamma
5533	PPP3CC	TSG	protein-coding	NA	NA	NA	NA	CALNA3|CNA3|PP2Bgamma	MIM:114107|HGNC:HGNC:9316|Ensembl:ENSG00000120910|HPRD:00236|Vega:OTTHUMG00000163802	8	8p21.3	protein phosphatase 3, catalytic subunit, gamma isozyme
5562	PRKAA1	TSG	protein-coding	NA	NA	NA	NA	AMPK|AMPKa1	MIM:602739|HGNC:HGNC:9376|Ensembl:ENSG00000132356|HPRD:04115|Vega:OTTHUMG00000162269	5	5p12	protein kinase, AMP-activated, alpha 1 catalytic subunit
5563	PRKAA2	TSG	protein-coding	NA	NA	NA	NA	AMPK|AMPK2|AMPKa2|PRKAA	MIM:600497|HGNC:HGNC:9377|Ensembl:ENSG00000162409|HPRD:02735|Vega:OTTHUMG00000008282	1	1p31	protein kinase, AMP-activated, alpha 2 catalytic subunit
5573	PRKAR1A	TSG	protein-coding	NA	NA	NA	NA	ACRDYS1|ADOHR|CAR|CNC|CNC1|PKR1|PPNAD1|PRKAR1|TSE1	MIM:188830|HGNC:HGNC:9388|Ensembl:ENSG00000108946|HPRD:01786|Vega:OTTHUMG00000180128	17	17q24.2	protein kinase, cAMP-dependent, regulatory, type I, alpha
5579	PRKCB	TSG	protein-coding	NA	NA	NA	NA	PKC-beta|PKCB|PRKCB1|PRKCB2	MIM:176970|HGNC:HGNC:9395|Ensembl:ENSG00000166501|HPRD:01499|Vega:OTTHUMG00000131615	16	16p11.2	protein kinase C, beta
5580	PRKCD	TSG	protein-coding	NA	NA	NA	NA	ALPS3|CVID9|MAY1|PKCD|nPKC-delta	MIM:176977|HGNC:HGNC:9399|Ensembl:ENSG00000163932|HPRD:01501|Vega:OTTHUMG00000133659	3	3p21.31	protein kinase C, delta
5601	MAPK9	TSG	protein-coding	NA	NA	NA	NA	JNK-55|JNK2|JNK2A|JNK2ALPHA|JNK2B|JNK2BETA|PRKM9|SAPK|SAPK1a|p54a|p54aSAPK	MIM:602896|HGNC:HGNC:6886|Ensembl:ENSG00000050748|HPRD:04206|Vega:OTTHUMG00000130934	5	5q35	mitogen-activated protein kinase 9
5602	MAPK10	TSG	protein-coding	NA	NA	NA	NA	JNK3|JNK3A|PRKM10|SAPK1b|p493F12|p54bSAPK	MIM:602897|HGNC:HGNC:6872|Ensembl:ENSG00000109339|HPRD:04207|Vega:OTTHUMG00000130604	4	4q22.1-q23	mitogen-activated protein kinase 10
5625	PRODH	TSG	protein-coding	NA	NA	NA	NA	HSPOX2|PIG6|POX|PRODH1|PRODH2|TP53I6	MIM:606810|HGNC:HGNC:9453|Ensembl:ENSG00000100033|HPRD:08433|Vega:OTTHUMG00000150163	22	22q11.21	proline dehydrogenase (oxidase) 1
5629	PROX1	TSG	protein-coding	NA	NA	NA	NA	-	MIM:601546|HGNC:HGNC:9459|Ensembl:ENSG00000117707|HPRD:03330|Vega:OTTHUMG00000036946	1	1q41	prospero homeobox 1
5653	KLK6	TSG	protein-coding	NA	NA	NA	NA	Bssp|Klk7|PRSS18|PRSS9|SP59|hK6	MIM:602652|HGNC:HGNC:6367|Ensembl:ENSG00000167755|HPRD:04037|Vega:OTTHUMG00000183098	19	19q13.3	kallikrein-related peptidase 6
5654	HTRA1	TSG	protein-coding	NA	NA	NA	NA	ARMD7|CARASIL|HtrA|L56|ORF480|PRSS11	MIM:602194|HGNC:HGNC:9476|Ensembl:ENSG00000166033|HPRD:03725|Vega:OTTHUMG00000019186	10	10q26.3	HtrA serine peptidase 1
5655	KLK10	TSG	protein-coding	NA	NA	NA	NA	NES1|PRSSL1	MIM:602673|HGNC:HGNC:6358|Ensembl:ENSG00000129451|HPRD:04054|Vega:OTTHUMG00000182916	19	19q13	kallikrein-related peptidase 10
5728	PTEN	TSG	protein-coding	NA	NA	NA	NA	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	MIM:601728|HGNC:HGNC:9588|HPRD:03431	10	10q23.3	phosphatase and tensin homolog
5729	PTGDR	TSG	protein-coding	NA	NA	NA	NA	AS1|ASRT1|DP|DP1|PTGDR1	MIM:604687|HGNC:HGNC:9591|Ensembl:ENSG00000168229|HPRD:05254|Vega:OTTHUMG00000140299	14	14q22.1	prostaglandin D2 receptor (DP)
5770	PTPN1	TSG	protein-coding	NA	NA	NA	NA	PTP1B	MIM:176885|HGNC:HGNC:9642|Ensembl:ENSG00000196396|HPRD:01477|Vega:OTTHUMG00000032729	20	20q13.1-q13.2	protein tyrosine phosphatase, non-receptor type 1
5771	PTPN2	TSG	protein-coding	NA	NA	NA	NA	PTN2|PTPT|TC-PTP|TCELLPTP|TCPTP	MIM:176887|HGNC:HGNC:9650|Ensembl:ENSG00000175354|HPRD:06768|Vega:OTTHUMG00000131702	18	18p11.3-p11.2	protein tyrosine phosphatase, non-receptor type 2
5777	PTPN6	TSG	protein-coding	NA	NA	NA	NA	HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1	MIM:176883|HGNC:HGNC:9658|Ensembl:ENSG00000111679|HPRD:01475|Vega:OTTHUMG00000168518	12	12p13	protein tyrosine phosphatase, non-receptor type 6
5782	PTPN12	TSG	protein-coding	NA	NA	NA	NA	PTP-PEST|PTPG1	MIM:600079|HGNC:HGNC:9645|Ensembl:ENSG00000127947|HPRD:02513|Vega:OTTHUMG00000023501	7	7q11.23	protein tyrosine phosphatase, non-receptor type 12
5783	PTPN13	TSG	protein-coding	NA	NA	NA	NA	FAP-1|PNP1|PTP-BAS|PTP-BL|PTP1E|PTPL1|PTPLE|hPTP1E	MIM:600267|HGNC:HGNC:9646|Ensembl:ENSG00000163629|HPRD:02602|Vega:OTTHUMG00000160968	4	4q21.3	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)
5788	PTPRC	TSG	protein-coding	NA	NA	NA	NA	B220|CD45|CD45R|GP180|L-CA|LCA|LY5|T200	MIM:151460|HGNC:HGNC:9666|Ensembl:ENSG00000081237|HPRD:01050|Vega:OTTHUMG00000035702	1	1q31-q32	protein tyrosine phosphatase, receptor type, C
5789	PTPRD	TSG	protein-coding	NA	NA	NA	NA	HPTP|HPTPD|HPTPDELTA|PTPD|RPTPDELTA	MIM:601598|HGNC:HGNC:9668|Ensembl:ENSG00000153707|HPRD:03358|Vega:OTTHUMG00000021005	9	9p23-p24.3	protein tyrosine phosphatase, receptor type, D
5795	PTPRJ	TSG	protein-coding	NA	NA	NA	NA	CD148|DEP1|HPTPeta|R-PTP-ETA|SCC1	MIM:600925|HGNC:HGNC:9673|Ensembl:ENSG00000149177|HPRD:02955|Vega:OTTHUMG00000166573	11	11p11.2	protein tyrosine phosphatase, receptor type, J
5796	PTPRK	TSG	protein-coding	NA	NA	NA	NA	R-PTP-kappa	MIM:602545|HGNC:HGNC:9674|Ensembl:ENSG00000152894|HPRD:03968|Vega:OTTHUMG00000015536	6	6q22.2-q22.3	protein tyrosine phosphatase, receptor type, K
5887	RAD23B	TSG	protein-coding	NA	NA	NA	NA	HHR23B|HR23B|P58	MIM:600062|HGNC:HGNC:9813|Ensembl:ENSG00000119318|HPRD:06772|Vega:OTTHUMG00000020446	9	9q31.2	RAD23 homolog B (S. cerevisiae)
